-0.00286513,-0.0231324
-0.048324,0.0871185
-0.0240108,0.0616416
0.0833049,-0.0132103
0.0894106,-0.0111915
-0.032932,-0.0757896
0.00599784,-0.00796034
-0.0107945,-0.00161305
-0.0533936,-0.0225836
-0.013169,-0.0473755
0.0242741,0.0305464
-0.00587092,-0.0875067
0.00355067,-0.0761349
0.0560331,-0.0443528
0.00389555,0.063216
0.0848263,-0.0258447
-0.0472359,0.0197966
0.0110231,-0.0134757
0.00820746,-0.000960686
0.0810489,-0.0126807
-0.000435702,-0.0159335
-0.0192418,0.0590732
-0.0166111,0.0362293
-0.00554872,-0.0798416
-0.00723015,-0.0139472
-0.077078,0.0628522
-0.0239944,0.00592209
-0.00140498,-0.0833896
0.0400516,-0.0232364
0.0134103,-0.00532325
0.0505547,0.014405
-0.0214883,-0.0513784
-0.0248202,0.0838008
0.0847046,-0.0721997
0.0826203,-0.0197281
0.0397587,0.0516454
0.0828884,-0.0273304
0.0696252,-0.0663794
0.00437521,0.083559
0.00913888,0.0876291
0.0282262,-0.0173803
0.0331726,0.0385757
-0.0385038,-0.0873148
0.0848579,-0.0131541
0.0484633,0.0338621
-0.0254727,-0.0249022
-0.0370558,0.0249519
0.0124696,-0.0412347
0.0761308,-0.00371955
-0.00504208,0.0256141
-0.00536906,0.0451852
-0.0289902,-0.0463872
0.00274932,0.0249535
0.0116537,-0.0562021
0.0256244,-0.0477391
0.0144889,-0.0114285
0.0859356,-0.00919819
-0.0291503,0.00379992
-0.0889048,0.00083317
0.0777768,0.0200189
0.0242002,-0.0471639
0.0683697,0.0666538
0.0594391,0.0473826
-0.00342762,0.0472126
-0.0104733,0.0411557
-0.0899397,0.00518159
0.0543135,-0.0107399
0.00104225,-0.0271514
0.00955426,-0.0884182
0.0618057,0.00120239
0.00778083,-0.0815066
0.0368528,-0.0110283
-0.00089924,0.0398004
0.0119192,-0.00793089
0.055265,0.0789283
-0.0363876,-0.019225
-0.0887364,-0.0103281
0.0866995,-0.0736844
0.0469468,-0.0416972
-0.0817041,-0.0152638
0.0783947,-0.0139489
-0.0120739,0.0181976
-0.00769488,-0.0168186
0.0308318,-0.0326454
-0.000378738,0.0622396
0.0788797,0.0380442
-0.0259125,0.0558228
0.0116926,-0.0175219
-0.0430845,0.0475821
0.0251279,0.00937495
0.0578478,-0.0794103
-0.0122262,0.0401548
0.0130121,0.0829355
-0.0133098,-0.0145104
0.0597532,0.0181185
-0.0224646,0.0448563
-0.0867719,-0.00319782
-0.0878176,0.000315098
-0.0868643,-0.0073186
-0.0512284,0.0210327
-0.0624951,0.00655133
-0.0409114,0.0551609
0.0272025,-0.00158679
-0.0207931,-0.0480887
-0.0486634,-0.00367559
-0.0288448,-0.0737033
0.0758521,-0.0582948
0.0463826,0.000790324
0.0143367,0.0311724
-0.0783471,-0.00146838
-0.0131144,0.0588932
-0.0851496,-0.0536092
-0.0442886,0.0429879
-0.00492451,0.0174505
0.0716566,0.0671317
-0.0843212,-0.0290278
0.0820099,-0.00230597
0.035169,0.0242258
-0.0389145,0.066773
0.0293702,0.082226
0.00428085,-0.00600261
0.00155422,-0.0124954
0.0581279,0.0188671
0.00920458,0.0843042
0.00214925,0.0851079
0.0178206,0.0837243
0.0546175,-0.0833851
-0.0109116,0.0899951
0.0211603,-0.00750924
0.087196,-0.0043765
0.0527706,0.0492481
0.0327747,0.00394512
-0.0843592,-0.0029935
0.0311435,0.0254487
-0.0428186,-0.0238369
0.000404229,0.0846795
-0.0878129,0.0113223
-0.0220996,0.00406703
0.00427782,-0.0628016
0.0343317,-0.0160938
-0.0254012,0.0172996
-0.0059328,-0.026798
0.00553249,0.00426712
-0.00849589,0.0814738
-0.0573005,-0.0115311
-0.0820188,-0.0151888
-0.00431312,-0.0888716
0.0107803,-0.0253398
-0.00947663,-0.081804
-0.0182001,0.0061064
0.0258099,0.0260554
0.0280218,0.00642371
-0.00177532,0.0398514
0.0468994,0.0185128
0.0437314,-0.015454
-0.0810767,-0.0528744
0.0010339,0.0190108
0.00100147,-0.0859052
0.00784124,-0.000702083
0.0396026,0.0209256
0.00629483,0.0791635
0.0209878,-0.0831978
-0.04793,-0.0268291
0.0207875,-0.0248118
-0.0870794,0.00322728
-0.0119407,0.0873025
-0.0862422,-0.00709574
-0.080279,-0.00621804
0.0440757,-0.0546555
-0.0567119,0.013675
-0.0484524,-0.0291001
-0.00697861,-0.0825396
-0.0526025,0.00764221
-0.0862287,-0.0422624
0.0240505,-0.0827226
-0.0861991,-0.00486346
-0.00433186,-0.0846909
-0.0838985,0.0236303
-0.0330982,0.0296593
-0.0176785,0.0157544
0.0859857,0.00200039
0.0283318,0.0820179
0.0854323,-0.00311622
0.00778798,-0.022389
-0.0516912,0.00353952
-0.0215108,0.0124693
-0.0847951,-0.0105287
-0.0370957,-0.00924118
-0.0263517,0.023359
-0.0288396,0.0201081
-0.00049715,0.0836014
-0.00328288,0.0276054
0.0219454,-0.0384883
-0.0125252,-0.087688
0.000390948,0.0841555
0.0827997,-0.0178896
0.0165058,-0.0854465
-0.0162794,-0.0467795
-0.0171096,0.0847276
0.0395164,0.022157
0.0860833,0.00172194
0.0841359,-0.00241976
0.0254376,0.00771495
0.0258792,-0.06495
0.00331362,0.00746362
0.0301343,0.00905399
0.0260474,-0.0570136
0.00393711,0.0833062
-0.0506941,-0.0697946
-0.00862541,0.0114763
0.0051981,-0.0738474
-0.0168149,0.0859087
0.086782,-0.00279988
-0.0131748,-0.012151
-0.0792656,0.00329293
0.0410824,-0.0539848
0.0353256,-0.0200634
-0.0274815,-0.0537003
-0.0463288,-0.0128137
0.051087,0.0326267
0.00633621,-0.0875527
-0.0861384,-0.0173159
0.061183,-0.0258912
-0.0634463,0.0126029
-0.0245565,0.00471753
-8.09998e-05,-0.00381863
0.00118062,-0.0506258
-0.0881668,-0.0192528
0.0871568,0.00471535
-0.0314196,0.030421
0.00862273,0.00868056
-0.043395,0.0379316
-0.0761531,0.00243213
0.0188398,-0.0657426
0.00138423,-0.0891143
0.0320137,0.000417076
-0.0076588,0.084231
-0.00182684,-0.00886823
-0.0741571,-0.0363842
0.00496181,0.0445147
-0.0873288,0.00159631
-0.0357015,0.00137142
